clade_name	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_kansasii	4	0	2	14	2	6	12	14	8	3	13	20	49	43	14	556	511	3732	682	534
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_grossiae	0	0	0	7	2	5	12	18	13	2	4	8	15	34	4	266	257	446	220	410
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_paragordonae	0	0	0	15	0	9	17	42	10	4	18	10	24	66	11	401	684	2484	1121	710
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_tuberculosis	0	0	14	20	9	27	28	0	55	0	0	25	67	106	0	831	194	3234	1325	1113
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_canettii	8	0	13	14	2	7	13	33	8	2	17	8	9	13	20	580	629	1070	929	357
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_dioxanotrophicus	1	0	3	22	1	9	18	35	10	3	8	8	20	33	13	382	311	1971	269	637
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_intracellulare	4	4	0	17	2	6	5	36	24	13	11	38	22	6	8	431	771	3203	656	561
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_marseillense	0	1	1	3	0	3	30	10	4	3	17	2	19	32	9	379	272	889	110	133
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_chimaera	0	0	5	4	2	2	27	33	15	0	17	9	11	48	11	173	321	484	246	491
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_avium	3	0	1	8	2	15	16	107	17	9	40	21	30	71	46	407	531	2171	1242	865
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_colombiense	0	0	0	7	1	6	6	12	5	4	2	8	10	39	8	211	171	1130	538	367
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._EPa45	0	1	0	3	3	1	3	10	5	1	7	2	3	17	2	125	121	578	133	133
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._PYR15	0	0	18	0	0	19	0	60	11	4	8	8	33	65	0	690	573	4064	1002	339
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._QIA-37	13	0	0	16	17	6	0	0	21	4	0	0	0	43	55	743	802	458	28	371
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._djl-10	1	2	2	16	3	3	15	33	19	6	15	19	31	33	11	319	281	2622	943	795
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._MS1601	3	0	0	11	5	5	20	99	18	3	19	12	17	66	15	404	554	1907	1240	729
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._YC-RL4	5	1	1	13	4	2	18	29	13	1	9	8	5	52	4	565	305	1873	541	856
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._MCS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._JS623	2	0	2	2	2	6	3	72	22	9	7	4	5	55	15	450	270	1892	560	675
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._DL90	0	1	3	14	4	6	9	21	13	7	13	18	22	43	15	570	194	1133	197	549
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp._ELW1	3	0	0	14	1	4	6	23	8	2	9	8	21	34	10	246	234	3077	508	688
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	869	1654	2325	8003	1640	4937	2306	11671	6288	1069	5584	4265	7237	101719	1979	413996	193977	575356	214766	235428
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|s__Corynebacteriaceae_bacterium_'ARUP_UnID_227'	0	0	28	9	2	6	15	1	1	8	18	4	5	17	35	726	781	1720	487	610
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	869	1654	2297	7994	1638	4931	2291	11669	6286	1060	5566	4261	7232	101701	1944	413269	193195	573636	214279	234817
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_nuruki	1	0	1	17	6	10	23	67	35	3	24	9	15	60	11	1261	1033	3834	1662	1228
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._ATCC_6931	3	0	2	14	2	5	39	59	13	2	34	13	28	52	18	1128	1586	4538	903	1184
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_timonense	3	7	19	16	6	12	26	93	22	3	22	14	48	84	16	1339	1361	6157	1133	1532
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_marinum	4	4	1	11	13	9	20	20	11	3	14	6	28	45	8	1719	1668	1735	1216	1537
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_crudilactis	1	1	17	16	17	5	15	60	8	2	11	26	20	72	7	1765	1829	4709	1998	1703
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_xerosis	1	3	1	15	8	12	19	97	36	5	31	23	42	101	24	1787	1681	4616	1844	1747
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_segmentosum	6	1	10	22	62	5	8	40	12	10	30	9	32	68	22	2211	2620	3731	1753	8907
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum	1	1	4	18	10	8	16	34	13	5	7	19	31	84	5	1390	1515	2902	897	2004
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ulcerans	16	12	8	72	36	20	55	137	20	15	53	46	74	165	49	5390	5679	12737	5281	7620
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_atypicum	1	10	5	41	14	14	27	76	19	13	69	16	25	55	22	5129	5503	8706	8621	1667
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_efficiens	3	3	3	17	12	6	18	65	14	11	24	21	42	78	21	3205	3144	3751	1569	2027
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_renale	5	6	4	38	13	3	17	60	14	8	28	18	41	69	8	2275	2483	2866	1528	1469
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_geronticis	5	2	7	22	13	8	32	56	15	8	21	20	32	88	8	3015	3042	5795	1583	2402
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_deserti	6	2	22	6	17	12	32	30	13	10	20	18	37	49	123	1986	1997	1786	953	2096
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lactis	5	4	5	24	6	6	26	51	16	7	15	16	37	78	7	1173	1340	4083	1702	1266
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_aquilae	10	9	5	43	37	22	36	138	47	15	46	33	86	190	28	7497	7475	11723	4235	6160
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_imitans	4	3	2	18	12	8	23	44	14	2	36	23	37	67	15	1564	1604	5471	1394	1732
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_doosanense	0	2	0	22	13	15	3	80	21	2	22	21	21	108	14	1912	1389	3864	1709	1406
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_uterequi	2	1	24	25	2	93	222	380	18	36	111	63	81	456	70	1690	1347	6735	6885	1538
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ureicelerivorans	3	6	2	22	7	10	26	93	39	2	35	10	33	89	12	1943	2105	3460	1806	2107
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sphenisci	1	1	0	7	3	9	15	22	14	5	7	21	33	75	12	1287	1251	2130	649	1220
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_resistens	0	2	10	21	11	5	45	119	2	10	32	17	102	138	30	1915	1774	8117	2503	1880
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei	15	7	12	20	8	12	27	129	47	7	12	23	38	112	46	1661	1723	13126	1729	2213
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile	3	0	2	18	7	15	22	52	27	11	26	18	26	54	16	1371	948	2579	1169	751
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_cystitidis	4	0	8	15	6	7	15	43	16	7	12	8	24	44	12	1242	1183	4344	1140	1615
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_testudinoris	14	6	11	21	14	25	37	51	26	12	34	31	53	109	20	3420	3108	4685	2784	2788
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pelargi	2	4	12	15	13	20	13	79	25	5	28	21	30	131	35	2506	2406	5856	2795	2129
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_halotolerans	1	0	0	9	10	7	11	32	20	5	20	13	52	63	16	2678	2207	1437	1657	1826
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_urealyticum	1	1	14	24	2	10	39	230	16	4	28	22	57	109	21	2121	2127	15724	1722	2353
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_phocae	3	9	4	23	5	19	29	73	23	8	46	21	61	60	20	2512	2227	9232	3026	2318
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_epidermidicanis	2	2	17	21	16	9	12	72	15	3	19	20	35	95	10	3083	2922	5231	1985	2475
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_riegelii	3	1	3	10	11	11	41	99	22	4	17	33	31	95	9	1808	2500	2462	1864	1997
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_stationis	1	3	7	13	4	8	29	40	13	7	21	15	23	60	20	1774	1884	6556	1461	2072
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_diphtheriae	22	10	44	84	30	28	56	764	63	22	238	68	218	413	41	6160	5961	39006	12808	8716
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_striatum	8	8	2	45	25	7	38	205	30	14	70	28	130	213	28	2835	3307	9342	1951	5475
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_genitalium	0	6	6	18	9	7	7	50	17	2	17	8	21	33	19	1525	1444	5031	1685	1569
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glaucum	3	1	4	16	4	13	36	88	27	4	24	23	53	89	15	1854	2168	6329	1819	2002
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glyciniphilum	1	0	0	15	2	6	7	19	12	1	15	14	20	26	3	979	1048	2307	651	712
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_argentoratense	13	40	37	173	40	49	66	357	66	56	278	102	131	38246	121	6864	8424	28439	9764	9286
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_simulans	12	1	15	35	16	10	21	55	22	2	19	17	36	91	23	1758	1771	3538	1160	3182
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kutscheri	4	1	21	24	7	17	33	55	45	1	21	22	41	53	23	1125	766	4133	2066	1022
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_flavescens	2	1	2	22	20	5	34	62	14	5	19	3	36	73	21	1580	1940	3195	1572	1866
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_choanis	3	4	9	17	15	8	22	65	23	7	20	21	33	94	13	2626	2581	6392	1569	1898
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_jeikeium	14	8	19	77	30	28	64	426	69	21	57	54	116	324	56	6296	6321	28213	6991	9215
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_singulare	3	1	4	37	9	18	23	206	47	5	16	24	66	105	30	1600	1874	7672	2622	3715
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kroppenstedtii	55	4	22	35	250	22	19	36	19	6	21	26	51	52	11	1091	987	2331	815	1052
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_terpenotabidum	3	1	1	10	7	8	18	64	13	4	29	13	56	39	23	1234	1012	4649	1509	1206
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_vitaeruminis	2	2	14	41	18	46	60	275	35	20	36	66	85	264	45	4074	4026	18232	7864	8499
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_provencense	2	1	2	12	7	6	20	33	8	5	11	10	23	51	2	928	800	739	707	599
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_camporealensis	1	3	7	31	9	9	43	41	12	8	33	5	29	75	10	1171	1175	3575	1211	1625
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_humireducens	3	2	9	20	17	35	60	179	38	11	23	21	55	105	29	2305	2701	4098	2897	1948
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ammoniagenes	2	1	3	16	8	2	3	15	7	12	15	1	15	17	10	832	853	1364	981	776
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mycetoides	0	1	0	11	7	12	6	39	11	4	13	14	51	84	11	1305	1286	2313	1310	775
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_endometrii	6	5	2	16	11	13	38	114	33	5	45	34	44	117	13	1698	2347	4940	1902	2417
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudotuberculosis	10	3	9	33	18	7	26	37	9	7	13	32	39	27	7	1645	1719	2812	1036	947
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_callunae	2	0	8	23	8	6	16	48	11	5	12	12	23	49	13	1660	1575	3725	1163	1555
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii	490	1374	1705	6156	378	3955	169	4590	4702	467	3175	2551	3814	56667	360	236633	15966	110162	45928	52075
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudopelargi	3	2	5	10	9	5	10	51	6	2	12	24	44	77	8	2427	2250	1862	1315	1508
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._NML98-0116	5	2	11	30	5	9	34	115	23	6	26	28	31	73	19	1388	1480	15007	2320	2083
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._2184	0	0	0	13	2	5	19	29	11	0	15	18	29	37	7	1183	1006	1370	864	843
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._CCUG_58655	2	1	4	10	13	11	30	77	27	4	27	19	41	98	16	1798	1972	4793	1104	2040
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._LMM_1652	2	2	1	5	10	3	3	19	5	3	9	28	18	62	12	1102	1079	2875	1138	847
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._sy039	8	0	7	10	7	3	9	23	10	2	8	6	14	28	6	1089	900	1307	393	552
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._2183	2	0	6	22	8	4	28	30	11	5	20	7	19	40	10	1488	1352	2890	1418	1378
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_maris	5	3	2	12	7	5	18	61	24	5	27	27	36	105	18	2333	2608	3472	1666	2034
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_frankenforstense	5	2	1	23	15	14	21	52	25	10	25	21	38	90	12	2266	2015	2991	1582	2000
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mustelae	2	10	5	18	18	24	19	56	9	8	9	15	47	88	11	2964	2404	4605	1521	1739
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glutamicum	31	31	51	145	156	66	166	577	105	50	181	185	338	459	117	28662	27381	45215	15790	20662
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	43880	17193	30380	115135	31402	27438	226776	206385	151811	320374	385739	226969	252910	363194	230893	19256210	18610802	5431102	14391823	3250031
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|g__Tropheryma	1	1	16	6	1	2	2	2	7	0	5	5	2	11	2	109	28	1027	250	70
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|g__Tropheryma|s__Tropheryma_whipplei	1	1	16	6	1	2	2	2	7	0	5	5	2	11	2	109	28	1027	250	70
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Jonesiaceae	11	2	18	30	12	13	30	99	42	16	29	30	42	61	28	1017	892	9459	1361	1274
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Jonesiaceae|g__Jonesia	11	2	18	30	12	13	30	99	42	16	29	30	42	61	28	1017	892	9459	1361	1274
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Jonesiaceae|g__Jonesia|s__Jonesia_denitrificans	11	2	18	30	12	13	30	99	42	16	29	30	42	61	28	1017	892	9459	1361	1274
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermatophilaceae	6	4	17	38	8	14	29	84	31	8	22	37	44	113	30	1661	1422	7051	1654	1617
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermatophilaceae|g__Dermatophilus	3	2	11	11	4	5	13	31	13	5	8	15	15	67	18	528	427	2787	671	900
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermatophilaceae|g__Dermatophilus|s__Dermatophilus_congolensis	3	2	11	11	4	5	13	31	13	5	8	15	15	67	18	528	427	2787	671	900
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermatophilaceae|g__Austwickia	3	2	5	27	4	9	16	52	18	3	14	22	29	46	12	1133	994	4263	982	717
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermatophilaceae|g__Austwickia|s__Austwickia_chelonae	3	2	5	27	4	9	16	52	18	3	14	22	29	46	12	1133	994	4263	982	717
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Ruaniaceae	2	2	5	24	2	12	24	141	29	20	54	31	65	92	24	894	788	11345	2271	2332
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Ruaniaceae|g__Ruania	2	2	5	24	2	12	24	141	29	20	54	31	65	92	24	894	788	11345	2271	2332
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Ruaniaceae|g__Ruania|s__Ruania_sp._HY168	2	2	5	24	2	12	24	141	29	20	54	31	65	92	24	894	788	11345	2271	2332
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae	7	4	5	54	12	49	79	196	121	14	98	79	211	342	73	2307	1831	13093	4066	2545
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae|g__Miniimonas	3	3	1	42	6	23	39	94	69	4	44	30	62	156	25	1438	1122	8555	1856	1291
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae|g__Miniimonas|s__Miniimonas_sp._S16	3	3	1	42	6	23	39	94	69	4	44	30	62	156	25	1438	1122	8555	1856	1291
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae|g__Beutenbergia	4	1	4	12	6	26	40	102	51	10	54	48	148	185	47	869	708	4538	2209	1254
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Beutenbergiaceae|g__Beutenbergia|s__Beutenbergia_cavernae	4	1	4	12	6	26	40	102	51	10	54	48	148	185	47	869	708	4538	2209	1254
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Sanguibacteraceae	5	2	1	35	10	21	45	149	53	13	31	52	57	142	39	1240	1125	5261	3253	2143
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter	5	2	1	35	10	21	45	149	53	13	31	52	57	142	39	1240	1125	5261	3253	2143
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter|s__Sanguibacter_keddieii	5	2	1	35	10	21	45	149	53	13	31	52	57	142	39	1240	1125	5261	3253	2143
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae	16	8	7	142	38	90	141	518	291	49	197	135	294	677	155	4957	4808	24982	12677	6453
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae|g__Georgenia	16	8	7	142	38	90	141	518	291	49	197	135	294	677	155	4957	4808	24982	12677	6453
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Bogoriellaceae|g__Georgenia|s__Georgenia_sp._ZLJ0423	1	0	3	40	15	24	34	129	113	13	77	37	98	206	54	1462	1291	4342	3273	1368
